group,duration
control,1421
control,1818
test,987
test,938
test,1283
control,1733
control,1085
test,1347
test,1708
test,1434
control,1606
control,1578
test,1497
control,1425
control,2170
test,1630
control,1064
control,1436
control,1499
test,1785
test,1455
test,1621
control,1926
test,1497
test,1725
control,1287
test,1381
test,1378
test,1532
test,1391
test,1641
test,1231
control,1112
control,1871
test,1431
test,1420
control,2007
control,1451
control,1363
test,1603
test,1961
control,1296
control,1614
control,1818
control,1410
test,894
test,1573
test,1702
control,1920
control,846
control,1477
control,1268
test,1426
test,1451
control,1832
control,1247
control,1622
test,1774
test,1361
control,810
test,1361
control,1162
control,1100
test,2136
test,919
control,1493
test,1310
control,1449
control,1400
control,1310
control,1791
test,1972
test,1296
test,1589
test,1843
test,1997
control,1469
test,1535
test,1169
control,1161
control,1598
test,1395
control,1021
control,1109
control,1694
control,1211
test,1795
test,1902
control,1216
control,1540
control,1598
control,1516
control,1458
test,1264
control,1731
control,1705
control,1123
test,1557
control,1250
control,1663
control,1741
control,1638
test,1750
control,1716
test,1371
control,1292
test,1084
test,1186
test,1242
test,1556
control,1255
control,1818
test,1811
control,1605
control,1611
control,1663
control,1311
test,1083
test,1481
test,1588
control,1704
test,1808
test,1511
test,1252
control,839
control,1684
control,1559
test,1808
test,1315
control,1562
test,1706
control,1704
control,1692
control,1662
test,1623
control,1183
control,1833
test,1064
control,1233
control,1147
test,1623
control,1247
test,1288
control,1856
control,1123
control,1020
test,1703
test,1484
control,1239
control,1511
test,916
control,1493
control,1609
test,1365
test,1252
test,695
test,1537
control,2078
control,1558
test,1741
control,1580
control,1567
test,1992
control,1526
control,1814
control,1156
control,1856
control,1383
test,1847
control,1504
test,1557
control,1891
test,1556
control,1717
test,1486
test,1619
test,1509
test,1907
control,1914
control,1412
test,1569
control,1309
test,1549
test,1074
control,1682
test,1489
control,1842
test,1585
test,1359
test,1328
test,1171
control,1054
test,1730
control,1392
control,1415
test,1101
test,1682
test,1633
control,1491
control,1363
test,1779
control,1363
control,1950
control,1582
control,935
test,1828
control,1279
control,1340
test,1555
control,1345
test,1445
control,1203
test,2165
test,1469
test,2003
control,1317
control,2137
control,1518
test,1886
test,1073
test,1363
test,1547
control,1899
test,1800
test,1825
test,1639
control,1427
test,1563
control,1523
test,1930
test,1819
test,1646
control,874
control,1801
test,1573
control,1600
test,1462
control,1733
control,1721
control,1864
control,1236
test,1395
control,1670
control,1636
control,1208
test,1489
control,1583
test,938
test,2055
control,1249
control,1008
test,1500
test,1603
test,1653
test,1641
control,1234
test,1166
control,1701
control,1344
test,1592
control,2081
control,1828
test,1413
control,1379
test,1713
test,1804
control,1313
test,1273
control,1510
test,1284
test,1417
test,818
control,1846
control,1181
test,1355
test,1628
control,1303
test,1776
test,1513
control,1542
test,2050
control,1479
test,1796
control,1438
control,1352
control,1537
test,1195
control,1240
control,1619
control,1284
control,1179
control,1508
control,1198
test,1342
control,1456
test,1604
control,1770
test,1852
control,1296
test,959
control,1788
test,1677
control,1932
test,950
test,1754
control,1528
control,2193
control,1642
control,1863
test,1542
test,813
test,1372
control,1947
control,1794
test,1984
control,1500
test,1773
control,1428
test,1261
control,853
test,1441
test,1747
test,1705
test,1793
control,1794
test,1278
control,1364
test,1418
control,1251
control,1325
control,1643
control,1283
test,1494
control,1541
control,1642
test,1625
test,1290
control,1277
test,1135
test,2040
test,1461
control,904
test,1610
control,1683
control,1886
control,1622
control,1721
test,1543
test,1410
test,1759
control,1392
control,1507
control,1543
test,852
test,1410
test,1960
test,1052
control,1600
test,1329
test,1084
control,1854
test,1904
control,1606
control,1419
test,1554
test,1380
control,1203
control,1349
control,1083
test,1581
test,1660
test,1356
control,826
test,1401
test,1554
test,1687
control,1436
test,1697
control,1171
test,1193
control,1537
test,1137
control,1445
control,1774
control,1599
test,944
control,1465
control,1427
control,1729
control,1393
control,1203
control,1585
control,1255
test,1346
control,1210
control,1611
control,1622
control,1445
test,1455
control,1372
control,1862
test,1416
control,1415
control,1159
control,1105
control,1672
test,1867
test,1448
control,1719
control,1470
control,1484
control,1449
control,1664
test,1542
control,1094
test,1430
control,1681
control,1924
control,1726
control,1666
control,1138
control,968
test,1110
test,1628
test,1685
test,1430
test,1651
test,1065
test,1397
test,1306
test,1467
control,1804
control,1586
test,1407
control,1518
test,1596
test,1338
control,1814
test,1573
control,1808
test,1282
test,1384
test,1499
control,1468
test,1417
control,1609
test,1625
test,1618
control,1357
control,1622
control,1862
test,1322
test,1761
control,1219
test,1369
test,1845
control,1673
test,1750
control,2099
control,1561
test,1332
test,1460
test,1469
test,1611
test,1447
control,1374
test,1536
control,923
control,1543
test,1571
test,1735
control,1855
control,1922
test,1883
test,1218
control,1721
control,1831
control,1202
control,1113
control,1009
control,1203
test,1455
control,1304
control,1170
test,1792
control,1120
control,1679
control,1084
test,1585
control,1385
control,1524
control,1297
control,2070
test,1034
test,1176
control,1801
control,1381
control,1561
test,1123
test,1132
control,1687
test,1631
control,1890
control,1226
test,1307
test,1967
test,1685
test,1188
control,1436
test,1493
control,1408
control,1550
control,1557
control,1364
test,1587
control,1446
control,1157
test,1308
test,2114
control,1796
test,1088
test,2095
control,1563
test,1508
control,1931
control,1574
control,1816
control,1568
test,1789
test,1344
test,1117
test,1065
test,1381
test,1854
control,1316
test,1392
test,1348
test,1795
test,1341
control,1316
control,1586
test,2037
test,1639
control,1919
test,1560
control,1121
control,1021
test,1469
control,1661
test,1239
control,1201
control,1567
test,1588
control,1619
test,1286
test,1446
control,1394
test,1117
test,1223
control,1539
test,1732
control,1400
test,1307
test,2056
test,1445
test,1780
control,1124
control,1091
control,1502
control,1303
control,1261
control,1548
control,1455
test,1847
control,1446
control,1653
test,1360
control,1181
control,1460
test,1246
control,1151
control,1538
control,1631
test,1471
control,1103
control,1033
control,1076
control,1811
control,1856
control,1003
test,1595
control,1348
control,1571
test,1578
control,1045
control,1438
test,1686
control,1647
control,1645
control,1536
test,1711
test,1923
test,1049
test,1905
test,1197
control,1727
test,2200
control,1552
test,1331
test,1087
control,1681
test,1126
test,1784
test,1466
test,1441
test,1389
test,1397
test,1430
test,1803
test,1486
control,1363
control,1108
control,1736
test,1343
test,1613
control,1584
control,1260
test,1859
test,1139
control,1721
test,1195
control,1209
control,1091
test,1932
control,1564
control,1207
test,551
test,1575
test,1239
control,1552
control,1873
control,1851
test,1332
test,1427
test,1532
control,1198
test,1083
control,1683
control,1405
test,350
control,2244
control,1122
control,2050
test,1248
test,1132
control,1648
test,1453
test,1813
test,1861
test,1552
test,690
test,1749
control,2010
control,2072
test,1309
test,1474
test,2231
control,1701
test,1376
test,1469
control,1794
test,1134
control,1240
control,1674
test,961
test,917
control,1641
control,1069
test,1500
control,1595
test,1414
control,1551
test,1743
test,1385
control,2325
test,1391
test,1868
test,1688
control,1534
test,1575
control,1625
control,1343
control,994
control,1139
control,1680
control,1930
control,1663
control,1246
control,1763
control,1899
test,1151
control,1630
control,688
control,1717
test,2161
test,1166
control,842
test,1725
control,1874
test,1619
test,1196
test,1600
control,1237
control,1799
test,1841
test,1036
test,1409
control,1449
control,1666
control,1661
test,1013
control,1090
test,1213
test,2084
control,1889
test,1832
test,1694
test,1768
control,1330
control,2120
control,1897
control,1335
control,1413
test,1760
control,1475
test,1542
control,1224
test,1523
test,1746
test,1363
test,1054
test,1325
control,2040
test,1954
control,1723
control,1830
test,1433
control,1599
test,1569
test,1840
test,1508
control,1323
control,1845
control,1274
control,1638
test,1522
control,1557
test,1215
control,1961
control,2428
control,1515
test,1415
control,2053
test,1673
test,1806
test,1148
test,1184
test,1455
test,1134
test,1489
control,1441
test,1682
control,1757
test,1249
test,1232
control,1296
control,1127
test,1587
control,1564
test,1637
control,1545
control,1025
control,1340
test,1471
test,1517
test,1388
control,1485
test,1687
control,2043
test,1326
test,1412
control,1374
test,1479
test,1474
test,1870
control,1005
test,1743
test,1801
test,1180
control,1189
test,1340
test,1308
control,1522
control,1179
test,1784
test,1521
control,1242
test,1170
control,1570
control,1469
test,902
test,2066
control,1401
control,1679
control,1399
test,1113
test,1560
test,1849
control,1294
test,1459
control,1196
control,933
test,1702
test,1653
control,1569
control,1739
control,1693
control,1864
control,1607
test,1875
control,1715
test,1504
test,1601
test,1019
test,1550
control,1816
control,1280
test,1293
test,2012
test,1552
control,1445
control,1514
test,1314
test,1946
test,1682
control,1356
test,1417
control,1525
test,1465
test,1275
test,1700
test,1409
test,1540
test,1794
control,1254
control,1890
test,1928
test,1626
control,2022
control,2004
control,862
control,1453
test,1798
test,1578
test,1575
control,1950
control,1912
test,1520
control,1653
test,1495
control,1340
test,1621
test,1222
test,1842
test,595
control,1811
control,1664
control,1512
test,980
control,2013
test,1312
test,1571
test,2235
control,1619
test,1266
test,1477
control,1212
test,1269
control,1152
test,1392
test,1562
test,1728
test,1746
test,1314
test,1068
test,2144
test,1819
control,1881
control,1809
test,1190
control,1693
control,1560
test,1575
control,1526
control,1712
control,1324
test,1668
control,2052
test,1065
control,1490
control,969
test,1250
control,1896
control,1119
control,1776
test,1907
test,1518
test,1482
test,1366
test,1477
control,1851
test,1634
test,1796
control,1307
test,1647
test,1904
control,1368
test,1485
test,1133
control,1308
test,1839
control,1553
test,1946
test,1119
test,1542
control,1834
control,1435
test,1571
test,1567
test,1612
control,1116
control,1270
control,1721
control,1518
control,1565
test,1756
control,1213
control,1905
control,1372
control,1582
control,816
control,1047
test,1054
control,1913
test,1211
control,1656
control,1223
control,991
control,1504
test,1358
test,1856
test,1767
control,1650
test,1816
test,1483
control,1305
control,1468
control,1229
control,1420
test,1118
test,1604
control,1694
control,1493
test,1903
test,1108
test,1338
test,1247
test,1654
test,1157
test,1452
control,1747
control,2156
test,1673
test,1777
control,1529
test,1349
control,1837
test,1248
test,1357
control,1515
control,1440
test,1675
test,1520
control,1803
test,1965
control,1834
test,1913
test,1509
test,1551
control,914
test,1225
control,1270
test,755
test,1562
test,1961
test,1695
control,1527
control,1290
test,1591
control,1832
control,1576
control,1926
control,1109
control,1630
control,1389
control,967
control,1536
test,1379
control,1409
test,1333
control,1496
test,1888
test,1244
control,1290
control,1404
control,1623
control,1320
control,1535
test,975
test,1431
control,2172
control,1696
control,1166
control,1458
control,1674
control,1312
control,1540
control,1363
control,1250
test,1916
test,1762
control,1875
control,1394
test,1209
test,1563
control,1332
control,1659
test,1060
test,1755
test,1445
control,763
control,1769
test,1470
control,1653
test,1116
test,2013
control,1950
control,1302
control,1229
test,1487
control,1531
test,770
test,1524
control,2140
control,1717
control,1079
test,1265
test,1688
test,1507
test,1203
control,2075
test,1592
control,1179
test,1970
test,1636
control,1379
control,2058
test,1408
control,1279
control,1013
test,1625
test,1128
control,1498
test,1167
control,1901
control,1743
test,1332
test,1380
control,1359
test,1306
control,1756
control,1532
